driver_id,period,rule_id,target_id,target_type,driver_value,driver_weight
DRV00078_B005,2025-08,RULE_202508_08_V2,B005,BRANCH,161.96,0.11202532
DRV00078_B006,2025-08,RULE_202508_08_V2,B006,BRANCH,274.08,0.18958119
DRV00078_B007,2025-08,RULE_202508_08_V2,B007,BRANCH,96.54,0.06677705
DRV00078_B008,2025-08,RULE_202508_08_V2,B008,BRANCH,55.29,0.03824311
DRV00079_B001,2025-08,RULE_202508_09_V2,B001,BRANCH,45.49,0.0299899
DRV00079_B002,2025-08,RULE_202508_09_V2,B002,BRANCH,291.55,0.19221295
DRV00079_B003,2025-08,RULE_202508_09_V2,B003,BRANCH,265.48,0.17502055
DRV00079_B004,2025-08,RULE_202508_09_V2,B004,BRANCH,243.87,0.16077904
DRV00079_B005,2025-08,RULE_202508_09_V2,B005,BRANCH,119.33,0.0786709
DRV00079_B006,2025-08,RULE_202508_09_V2,B006,BRANCH,109.59,0.0722464
DRV00079_B007,2025-08,RULE_202508_09_V2,B007,BRANCH,281.46,0.18555506
DRV00079_B008,2025-08,RULE_202508_09_V2,B008,BRANCH,160.06,0.1055252
DRV00080_B001,2025-08,RULE_202508_10_V2,B001,BRANCH,83.28,0.05727277
DRV00080_B002,2025-08,RULE_202508_10_V2,B002,BRANCH,253.19,0.17411982
DRV00080_B003,2025-08,RULE_202508_10_V2,B003,BRANCH,289.4,0.19902221
DRV00080_B004,2025-08,RULE_202508_10_V2,B004,BRANCH,108.35,0.07450884
DRV00080_B005,2025-08,RULE_202508_10_V2,B005,BRANCH,130.2,0.08953813
DRV00080_B006,2025-08,RULE_202508_10_V2,B006,BRANCH,243.13,0.16720163
DRV00080_B007,2025-08,RULE_202508_10_V2,B007,BRANCH,240.19,0.165175
DRV00080_B008,2025-08,RULE_202508_10_V2,B008,BRANCH,106.39,0.0731616
DRV00081_B001,2025-09,RULE_202509_01_V2,B001,BRANCH,246.78,0.14216595
DRV00081_B002,2025-09,RULE_202509_01_V2,B002,BRANCH,424.13,0.24433498
DRV00081_B003,2025-09,RULE_202509_01_V2,B003,BRANCH,187.79,0.10818251
DRV00081_B004,2025-09,RULE_202509_01_V2,B004,BRANCH,108.29,0.06238262
DRV00081_B005,2025-09,RULE_202509_01_V2,B005,BRANCH,155.71,0.08970203
DRV00081_B006,2025-09,RULE_202509_01_V2,B006,BRANCH,287.77,0.16578152
DRV00081_B007,2025-09,RULE_202509_01_V2,B007,BRANCH,286.78,0.16520906
DRV00081_B008,2025-09,RULE_202509_01_V2,B008,BRANCH,38.61,0.02224134
DRV00082_B001,2025-09,RULE_202509_02_V2,B001,BRANCH,175.19,0.1200694
DRV00082_B002,2025-09,RULE_202509_02_V2,B002,BRANCH,241.17,0.16529263
DRV00082_B003,2025-09,RULE_202509_02_V2,B003,BRANCH,90.92,0.06231344
DRV00082_B004,2025-09,RULE_202509_02_V2,B004,BRANCH,170.8,0.1170638
DRV00082_B005,2025-09,RULE_202509_02_V2,B005,BRANCH,255.54,0.17514204
DRV00082_B006,2025-09,RULE_202509_02_V2,B006,BRANCH,81.16,0.05562526
DRV00082_B007,2025-09,RULE_202509_02_V2,B007,BRANCH,163.98,0.11238912
DRV00082_B008,2025-09,RULE_202509_02_V2,B008,BRANCH,280.29,0.1921043
DRV00083_B001,2025-09,RULE_202509_03_V2,B001,BRANCH,297.39,0.15039189
DRV00083_B002,2025-09,RULE_202509_03_V2,B002,BRANCH,462.69,0.23398551
DRV00083_B003,2025-09,RULE_202509_03_V2,B003,BRANCH,479.73,0.24260617
DRV00083_B004,2025-09,RULE_202509_03_V2,B004,BRANCH,58.13,0.02939845
DRV00083_B005,2025-09,RULE_202509_03_V2,B005,BRANCH,155.31,0.07854341
DRV00083_B006,2025-09,RULE_202509_03_V2,B006,BRANCH,56.99,0.02882128
DRV00083_B007,2025-09,RULE_202509_03_V2,B007,BRANCH,276.95,0.1400562
DRV00083_B008,2025-09,RULE_202509_03_V2,B008,BRANCH,190.22,0.09619709
DRV00084_B001,2025-09,RULE_202509_04_V2,B001,BRANCH,229.07,0.13451103
DRV00084_B002,2025-09,RULE_202509_04_V2,B002,BRANCH,39.72,0.02332669
DRV00084_B003,2025-09,RULE_202509_04_V2,B003,BRANCH,295.51,0.17352318
DRV00084_B004,2025-09,RULE_202509_04_V2,B004,BRANCH,200.49,0.11773088
DRV00084_B005,2025-09,RULE_202509_04_V2,B005,BRANCH,183.39,0.10768554
DRV00084_B006,2025-09,RULE_202509_04_V2,B006,BRANCH,282.37,0.16581093
DRV00084_B007,2025-09,RULE_202509_04_V2,B007,BRANCH,257.19,0.15102191
DRV00084_B008,2025-09,RULE_202509_04_V2,B008,BRANCH,215.24,0.12638985
DRV00085_B001,2025-09,RULE_202509_05_V2,B001,BRANCH,231.64,0.17069765
DRV00085_B002,2025-09,RULE_202509_05_V2,B002,BRANCH,163.09,0.1201818
DRV00085_B003,2025-09,RULE_202509_05_V2,B003,BRANCH,71.36,0.05258994
DRV00085_B004,2025-09,RULE_202509_05_V2,B004,BRANCH,206.45,0.15213867
DRV00085_B005,2025-09,RULE_202509_05_V2,B005,BRANCH,93.3,0.06875521
DRV00085_B006,2025-09,RULE_202509_05_V2,B006,BRANCH,104.14,0.076745
DRV00085_B007,2025-09,RULE_202509_05_V2,B007,BRANCH,262.9,0.1937339
DRV00085_B008,2025-09,RULE_202509_05_V2,B008,BRANCH,224.12,0.16515782
DRV00086_B001,2025-09,RULE_202509_06_V2,B001,BRANCH,120.39,0.07679769
DRV00086_B002,2025-09,RULE_202509_06_V2,B002,BRANCH,564.2,0.35989637
DRV00086_B003,2025-09,RULE_202509_06_V2,B003,BRANCH,153.07,0.09764207
DRV00086_B004,2025-09,RULE_202509_06_V2,B004,BRANCH,84.62,0.05397879
DRV00086_B005,2025-09,RULE_202509_06_V2,B005,BRANCH,85.59,0.05459979
DRV00086_B006,2025-09,RULE_202509_06_V2,B006,BRANCH,170.2,0.10857127
DRV00086_B007,2025-09,RULE_202509_06_V2,B007,BRANCH,187.1,0.11934976
DRV00086_B008,2025-09,RULE_202509_06_V2,B008,BRANCH,202.49,0.12916427
DRV00087_B001,2025-09,RULE_202509_07_V2,B001,BRANCH,70.26,0.05384947
DRV00087_B002,2025-09,RULE_202509_07_V2,B002,BRANCH,57.05,0.04371963
DRV00087_B003,2025-09,RULE_202509_07_V2,B003,BRANCH,161.97,0.124132
DRV00087_B004,2025-09,RULE_202509_07_V2,B004,BRANCH,239.23,0.18334867
DRV00087_B005,2025-09,RULE_202509_07_V2,B005,BRANCH,167.47,0.1283525
DRV00087_B006,2025-09,RULE_202509_07_V2,B006,BRANCH,262.94,0.20151667
DRV00087_B007,2025-09,RULE_202509_07_V2,B007,BRANCH,157.17,0.12045915
DRV00087_B008,2025-09,RULE_202509_07_V2,B008,BRANCH,188.7,0.14462192
DRV00088_B001,2025-09,RULE_202509_08_V2,B001,BRANCH,232.7,0.14021511
DRV00088_B002,2025-09,RULE_202509_08_V2,B002,BRANCH,188.96,0.11385504
DRV00088_B003,2025-09,RULE_202509_08_V2,B003,BRANCH,215.03,0.12956656
DRV00088_B004,2025-09,RULE_202509_08_V2,B004,BRANCH,266.75,0.16073166
DRV00088_B005,2025-09,RULE_202509_08_V2,B005,BRANCH,283.23,0.17065711
DRV00088_B006,2025-09,RULE_202509_08_V2,B006,BRANCH,129.29,0.07790459
DRV00088_B007,2025-09,RULE_202509_08_V2,B007,BRANCH,212.93,0.12829789
DRV00088_B008,2025-09,RULE_202509_08_V2,B008,BRANCH,130.73,0.07877206
DRV00089_B001,2025-09,RULE_202509_09_V2,B001,BRANCH,182.64,0.13753717
DRV00089_B002,2025-09,RULE_202509_09_V2,B002,BRANCH,245.25,0.18468277
DRV00089_B003,2025-09,RULE_202509_09_V2,B003,BRANCH,115.22,0.08676908
DRV00089_B004,2025-09,RULE_202509_09_V2,B004,BRANCH,134.48,0.10127394
DRV00089_B005,2025-09,RULE_202509_09_V2,B005,BRANCH,264.25,0.19899546
DRV00089_B006,2025-09,RULE_202509_09_V2,B006,BRANCH,56.02,0.04218256
DRV00089_B007,2025-09,RULE_202509_09_V2,B007,BRANCH,236.27,0.17792705
DRV00089_B008,2025-09,RULE_202509_09_V2,B008,BRANCH,93.79,0.07063197
DRV00090_B001,2025-09,RULE_202509_10_V2,B001,BRANCH,74.97,0.0532295
DRV00090_B002,2025-09,RULE_202509_10_V2,B002,BRANCH,259.73,0.18440454
DRV00090_B003,2025-09,RULE_202509_10_V2,B003,BRANCH,292.68,0.20779553
DRV00090_B004,2025-09,RULE_202509_10_V2,B004,BRANCH,167.71,0.11906806
DRV00090_B005,2025-09,RULE_202509_10_V2,B005,BRANCH,33.6,0.02385679
DRV00090_B006,2025-09,RULE_202509_10_V2,B006,BRANCH,126.28,0.08965543
DRV00090_B007,2025-09,RULE_202509_10_V2,B007,BRANCH,170.8,0.12126239
DRV00090_B008,2025-09,RULE_202509_10_V2,B008,BRANCH,282.73,0.20072777
DRV00091_B001,2025-10,RULE_202510_01_V2,B001,BRANCH,61.22,0.0398254
DRV00091_B002,2025-10,RULE_202510_01_V2,B002,BRANCH,298.7,0.19433075
DRV00091_B003,2025-10,RULE_202510_01_V2,B003,BRANCH,132.05,0.08590862
DRV00091_B004,2025-10,RULE_202510_01_V2,B004,BRANCH,165.63,0.10775904
DRV00091_B005,2025-10,RULE_202510_01_V2,B005,BRANCH,247.0,0.16069669
DRV00091_B006,2025-10,RULE_202510_01_V2,B006,BRANCH,290.2,0.1887995
DRV00091_B007,2025-10,RULE_202510_01_V2,B007,BRANCH,140.46,0.09138263
DRV00091_B008,2025-10,RULE_202510_01_V2,B008,BRANCH,201.82,0.13129738
DRV00092_B001,2025-10,RULE_202510_02_V2,B001,BRANCH,285.8,0.23427925
DRV00092_B002,2025-10,RULE_202510_02_V2,B002,BRANCH,104.03,0.08528103
DRV00092_B003,2025-10,RULE_202510_02_V2,B003,BRANCH,89.07,0.07301167
DRV00092_B004,2025-10,RULE_202510_02_V2,B004,BRANCH,255.66,0.20957512
DRV00092_B005,2025-10,RULE_202510_02_V2,B005,BRANCH,128.46,0.10530805
DRV00092_B006,2025-10,RULE_202510_02_V2,B006,BRANCH,131.38,0.10770189
DRV00092_B007,2025-10,RULE_202510_02_V2,B007,BRANCH,117.28,0.09613828
DRV00092_B008,2025-10,RULE_202510_02_V2,B008,BRANCH,108.21,0.0887047
DRV00093_B001,2025-10,RULE_202510_03_V2,B001,BRANCH,94.9,0.07266227
DRV00093_B002,2025-10,RULE_202510_03_V2,B002,BRANCH,107.94,0.08264156
DRV00093_B003,2025-10,RULE_202510_03_V2,B003,BRANCH,350.75,0.26854859
DRV00093_B004,2025-10,RULE_202510_03_V2,B004,BRANCH,194.46,0.14888341
DRV00093_B005,2025-10,RULE_202510_03_V2,B005,BRANCH,180.54,0.13822493
DRV00093_B006,2025-10,RULE_202510_03_V2,B006,BRANCH,86.53,0.06625045
DRV00093_B007,2025-10,RULE_202510_03_V2,B007,BRANCH,207.64,0.15898011
DRV00093_B008,2025-10,RULE_202510_03_V2,B008,BRANCH,83.34,0.06380869
DRV00094_B001,2025-10,RULE_202510_04_V2,B001,BRANCH,185.32,0.11529391
DRV00094_B002,2025-10,RULE_202510_04_V2,B002,BRANCH,282.49,0.17574135
DRV00094_B003,2025-10,RULE_202510_04_V2,B003,BRANCH,159.81,0.09942382
DRV00094_B004,2025-10,RULE_202510_04_V2,B004,BRANCH,104.61,0.06508204
DRV00094_B005,2025-10,RULE_202510_04_V2,B005,BRANCH,259.78,0.16161772
DRV00094_B006,2025-10,RULE_202510_04_V2,B006,BRANCH,284.11,0.1767521
DRV00094_B007,2025-10,RULE_202510_04_V2,B007,BRANCH,94.39,0.05871935
DRV00094_B008,2025-10,RULE_202510_04_V2,B008,BRANCH,236.88,0.14736971
DRV00095_B001,2025-10,RULE_202510_05_V2,B001,BRANCH,51.32,0.05421169
DRV00095_B002,2025-10,RULE_202510_05_V2,B002,BRANCH,217.36,0.22960662
DRV00095_B003,2025-10,RULE_202510_05_V2,B003,BRANCH,176.53,0.18648271
DRV00095_B004,2025-10,RULE_202510_05_V2,B004,BRANCH,95.5,0.10088794
DRV00095_B005,2025-10,RULE_202510_05_V2,B005,BRANCH,97.43,0.10292375
DRV00095_B006,2025-10,RULE_202510_05_V2,B006,BRANCH,59.38,0.0627247
DRV00095_B007,2025-10,RULE_202510_05_V2,B007,BRANCH,76.05,0.08033202
DRV00095_B008,2025-10,RULE_202510_05_V2,B008,BRANCH,173.08,0.18283057
DRV00096_B001,2025-10,RULE_202510_06_V2,B001,BRANCH,111.12,0.06539215
DRV00096_B002,2025-10,RULE_202510_06_V2,B002,BRANCH,497.15,0.29256126
DRV00096_B003,2025-10,RULE_202510_06_V2,B003,BRANCH,58.17,0.03423042
DRV00096_B004,2025-10,RULE_202510_06_V2,B004,BRANCH,177.12,0.10423005
DRV00096_B005,2025-10,RULE_202510_06_V2,B005,BRANCH,250.81,0.14759769
DRV00096_B006,2025-10,RULE_202510_06_V2,B006,BRANCH,294.55,0.17333995
DRV00096_B007,2025-10,RULE_202510_06_V2,B007,BRANCH,257.63,0.15160814
DRV00096_B008,2025-10,RULE_202510_06_V2,B008,BRANCH,52.75,0.03104033
DRV00097_B001,2025-10,RULE_202510_07_V2,B001,BRANCH,185.61,0.16591666
DRV00097_B002,2025-10,RULE_202510_07_V2,B002,BRANCH,266.84,0.23853443
DRV00097_B003,2025-10,RULE_202510_07_V2,B003,BRANCH,203.61,0.18201283
DRV00097_B004,2025-10,RULE_202510_07_V2,B004,BRANCH,55.98,0.05004524
DRV00097_B005,2025-10,RULE_202510_07_V2,B005,BRANCH,64.03,0.0572364
DRV00097_B006,2025-10,RULE_202510_07_V2,B006,BRANCH,181.65,0.1623788
DRV00097_B007,2025-10,RULE_202510_07_V2,B007,BRANCH,92.99,0.08312635
DRV00097_B008,2025-10,RULE_202510_07_V2,B008,BRANCH,67.96,0.0607493
DRV00098_B001,2025-10,RULE_202510_08_V2,B001,BRANCH,312.21,0.15720736
DRV00098_B002,2025-10,RULE_202510_08_V2,B002,BRANCH,206.19,0.10382349
DRV00098_B003,2025-10,RULE_202510_08_V2,B003,BRANCH,457.96,0.23059557
DRV00098_B004,2025-10,RULE_202510_08_V2,B004,BRANCH,120.16,0.06050348
DRV00098_B005,2025-10,RULE_202510_08_V2,B005,BRANCH,278.64,0.14030434
DRV00098_B006,2025-10,RULE_202510_08_V2,B006,BRANCH,99.02,0.04986023
DRV00098_B007,2025-10,RULE_202510_08_V2,B007,BRANCH,273.5,0.13771299
DRV00098_B008,2025-10,RULE_202510_08_V2,B008,BRANCH,238.3,0.11999254
DRV00099_B001,2025-10,RULE_202510_09_V2,B001,BRANCH,212.58,0.16423693
DRV00099_B002,2025-10,RULE_202510_09_V2,B002,BRANCH,191.61,0.14802948
DRV00099_B003,2025-10,RULE_202510_09_V2,B003,BRANCH,106.91,0.08259614
DRV00099_B004,2025-10,RULE_202510_09_V2,B004,BRANCH,167.2,0.12917598
DRV00099_B005,2025-10,RULE_202510_09_V2,B005,BRANCH,213.72,0.16511451
DRV00099_B006,2025-10,RULE_202510_09_V2,B006,BRANCH,137.69,0.1063731
DRV00099_B007,2025-10,RULE_202510_09_V2,B007,BRANCH,40.28,0.03111757
DRV00099_B008,2025-10,RULE_202510_09_V2,B008,BRANCH,224.39,0.17335628
DRV00100_B001,2025-10,RULE_202510_10_V2,B001,BRANCH,214.95,0.15374558
DRV00100_B002,2025-10,RULE_202510_10_V2,B002,BRANCH,143.8,0.10284976
DRV00100_B003,2025-10,RULE_202510_10_V2,B003,BRANCH,179.71,0.12853959
DRV00100_B004,2025-10,RULE_202510_10_V2,B004,BRANCH,292.68,0.20933713
DRV00100_B005,2025-10,RULE_202510_10_V2,B005,BRANCH,277.77,0.19867673
DRV00100_B006,2025-10,RULE_202510_10_V2,B006,BRANCH,84.56,0.06048143
DRV00100_B007,2025-10,RULE_202510_10_V2,B007,BRANCH,76.35,0.05460629
DRV00100_B008,2025-10,RULE_202510_10_V2,B008,BRANCH,128.3,0.09176347
DRV00101_B001,2025-11,RULE_202511_01_V2,B001,BRANCH,46.43,0.03038792
DRV00101_B002,2025-11,RULE_202511_01_V2,B002,BRANCH,269.36,0.17627846
DRV00101_B003,2025-11,RULE_202511_01_V2,B003,BRANCH,163.85,0.10723213
DRV00101_B004,2025-11,RULE_202511_01_V2,B004,BRANCH,208.0,0.13612347
DRV00101_B005,2025-11,RULE_202511_01_V2,B005,BRANCH,206.96,0.135443
DRV00101_B006,2025-11,RULE_202511_01_V2,B006,BRANCH,266.61,0.17447729
DRV00101_B007,2025-11,RULE_202511_01_V2,B007,BRANCH,153.76,0.10062764
DRV00101_B008,2025-11,RULE_202511_01_V2,B008,BRANCH,213.05,0.1394301
DRV00102_B001,2025-11,RULE_202511_02_V2,B001,BRANCH,199.61,0.1691193
DRV00102_B002,2025-11,RULE_202511_02_V2,B002,BRANCH,123.69,0.10479615
DRV00102_B003,2025-11,RULE_202511_02_V2,B003,BRANCH,160.03,0.13558538
DRV00102_B004,2025-11,RULE_202511_02_V2,B004,BRANCH,164.7,0.13954258
DRV00102_B005,2025-11,RULE_202511_02_V2,B005,BRANCH,183.04,0.15508484
DRV00102_B006,2025-11,RULE_202511_02_V2,B006,BRANCH,212.01,0.17962206
DRV00102_B007,2025-11,RULE_202511_02_V2,B007,BRANCH,32.19,0.02727297
DRV00102_B008,2025-11,RULE_202511_02_V2,B008,BRANCH,105.02,0.08897672
DRV00103_B001,2025-11,RULE_202511_03_V2,B001,BRANCH,89.29,0.05395495
DRV00103_B002,2025-11,RULE_202511_03_V2,B002,BRANCH,360.08,0.2175769
DRV00103_B003,2025-11,RULE_202511_03_V2,B003,BRANCH,190.34,0.11501548
DRV00103_B004,2025-11,RULE_202511_03_V2,B004,BRANCH,190.53,0.11512657
DRV00103_B005,2025-11,RULE_202511_03_V2,B005,BRANCH,213.93,0.12926825
DRV00103_B006,2025-11,RULE_202511_03_V2,B006,BRANCH,222.27,0.13430715
DRV00103_B007,2025-11,RULE_202511_03_V2,B007,BRANCH,188.8,0.11408245
DRV00103_B008,2025-11,RULE_202511_03_V2,B008,BRANCH,199.7,0.12066825
DRV00104_B001,2025-11,RULE_202511_04_V2,B001,BRANCH,193.07,0.15545646
DRV00104_B002,2025-11,RULE_202511_04_V2,B002,BRANCH,62.62,0.05041608
DRV00104_B003,2025-11,RULE_202511_04_V2,B003,BRANCH,246.69,0.19862742
DRV00104_B004,2025-11,RULE_202511_04_V2,B004,BRANCH,70.21,0.05653269
DRV00104_B005,2025-11,RULE_202511_04_V2,B005,BRANCH,214.73,0.17289528
DRV00104_B006,2025-11,RULE_202511_04_V2,B006,BRANCH,134.3,0.10813608
DRV00104_B007,2025-11,RULE_202511_04_V2,B007,BRANCH,150.65,0.12130058
DRV00104_B008,2025-11,RULE_202511_04_V2,B008,BRANCH,169.7,0.1366354
DRV00105_B001,2025-11,RULE_202511_05_V2,B001,BRANCH,285.05,0.18520755
DRV00105_B002,2025-11,RULE_202511_05_V2,B002,BRANCH,91.06,0.0591655
DRV00105_B003,2025-11,RULE_202511_05_V2,B003,BRANCH,265.92,0.17277976
DRV00105_B004,2025-11,RULE_202511_05_V2,B004,BRANCH,91.22,0.05927267
DRV00105_B005,2025-11,RULE_202511_05_V2,B005,BRANCH,252.17,0.16384351
DRV00105_B006,2025-11,RULE_202511_05_V2,B006,BRANCH,103.97,0.06755451
DRV00105_B007,2025-11,RULE_202511_05_V2,B007,BRANCH,282.29,0.18341576
DRV00105_B008,2025-11,RULE_202511_05_V2,B008,BRANCH,167.39,0.10876073
DRV00106_B001,2025-11,RULE_202511_06_V2,B001,BRANCH,212.66,0.09917664
DRV00106_B002,2025-11,RULE_202511_06_V2,B002,BRANCH,697.88,0.32546443
DRV00106_B003,2025-11,RULE_202511_06_V2,B003,BRANCH,299.3,0.13958219
DRV00106_B004,2025-11,RULE_202511_06_V2,B004,BRANCH,278.59,0.12992427
DRV00106_B005,2025-11,RULE_202511_06_V2,B005,BRANCH,227.26,0.10598514
DRV00106_B006,2025-11,RULE_202511_06_V2,B006,BRANCH,122.37,0.05706811
DRV00106_B007,2025-11,RULE_202511_06_V2,B007,BRANCH,115.14,0.05369765
DRV00106_B008,2025-11,RULE_202511_06_V2,B008,BRANCH,191.06,0.08910158
DRV00107_B001,2025-11,RULE_202511_07_V2,B001,BRANCH,156.52,0.09722018
DRV00107_B002,2025-11,RULE_202511_07_V2,B002,BRANCH,299.43,0.18599307
DRV00107_B003,2025-11,RULE_202511_07_V2,B003,BRANCH,44.31,0.0275237
DRV00107_B004,2025-11,RULE_202511_07_V2,B004,BRANCH,258.88,0.16080061
DRV00107_B005,2025-11,RULE_202511_07_V2,B005,BRANCH,191.15,0.11873401
DRV00107_B006,2025-11,RULE_202511_07_V2,B006,BRANCH,171.44,0.10648837
DRV00107_B007,2025-11,RULE_202511_07_V2,B007,BRANCH,270.26,0.16787108
DRV00107_B008,2025-11,RULE_202511_07_V2,B008,BRANCH,217.93,0.13536897
DRV00108_B001,2025-11,RULE_202511_08_V2,B001,BRANCH,132.83,0.08095682
DRV00108_B002,2025-11,RULE_202511_08_V2,B002,BRANCH,470.36,0.28667392
DRV00108_B003,2025-11,RULE_202511_08_V2,B003,BRANCH,207.82,0.12666081
DRV00108_B004,2025-11,RULE_202511_08_V2,B004,BRANCH,272.52,0.16609452
DRV00108_B005,2025-11,RULE_202511_08_V2,B005,BRANCH,89.35,0.05445702
DRV00108_B006,2025-11,RULE_202511_08_V2,B006,BRANCH,272.35,0.16599442
DRV00108_B007,2025-11,RULE_202511_08_V2,B007,BRANCH,85.47,0.0520935
DRV00108_B008,2025-11,RULE_202511_08_V2,B008,BRANCH,110.04,0.06706899
DRV00109_B001,2025-11,RULE_202511_09_V2,B001,BRANCH,99.84,0.06943992
DRV00109_B002,2025-11,RULE_202511_09_V2,B002,BRANCH,82.36,0.05728322
DRV00109_B003,2025-11,RULE_202511_09_V2,B003,BRANCH,299.96,0.20862531
DRV00109_B004,2025-11,RULE_202511_09_V2,B004,BRANCH,249.58,0.17358898
DRV00109_B005,2025-11,RULE_202511_09_V2,B005,BRANCH,291.35,0.20263539
DRV00109_B006,2025-11,RULE_202511_09_V2,B006,BRANCH,33.92,0.02359497
DRV00109_B007,2025-11,RULE_202511_09_V2,B007,BRANCH,96.6,0.06718743
DRV00109_B008,2025-11,RULE_202511_09_V2,B008,BRANCH,284.17,0.19764477
DRV00110_B001,2025-11,RULE_202511_10_V2,B001,BRANCH,178.04,0.11637999
DRV00110_B002,2025-11,RULE_202511_10_V2,B002,BRANCH,80.0,0.05229021
DRV00110_B003,2025-11,RULE_202511_10_V2,B003,BRANCH,192.71,0.12596415
DRV00110_B004,2025-11,RULE_202511_10_V2,B004,BRANCH,220.21,0.14394169
DRV00110_B005,2025-11,RULE_202511_10_V2,B005,BRANCH,134.55,0.08794645
DRV00110_B006,2025-11,RULE_202511_10_V2,B006,BRANCH,267.66,0.17496085
DRV00110_B007,2025-11,RULE_202511_10_V2,B007,BRANCH,172.67,0.1128695
DRV00110_B008,2025-11,RULE_202511_10_V2,B008,BRANCH,284.01,0.18564716
DRV00111_B001,2025-12,RULE_202512_01_V2,B001,BRANCH,40.57,0.02441306
DRV00111_B002,2025-12,RULE_202512_01_V2,B002,BRANCH,716.61,0.43120037
DRV00111_B003,2025-12,RULE_202512_01_V2,B003,BRANCH,260.47,0.15673271
DRV00111_B004,2025-12,RULE_202512_01_V2,B004,BRANCH,123.83,0.07451195
DRV00111_B005,2025-12,RULE_202512_01_V2,B005,BRANCH,128.8,0.0775001
DRV00111_B006,2025-12,RULE_202512_01_V2,B006,BRANCH,73.85,0.04443742
DRV00111_B007,2025-12,RULE_202512_01_V2,B007,BRANCH,232.37,0.13982326
DRV00111_B008,2025-12,RULE_202512_01_V2,B008,BRANCH,85.39,0.05138113
DRV00112_B001,2025-12,RULE_202512_02_V2,B001,BRANCH,130.42,0.13060076
DRV00112_B002,2025-12,RULE_202512_02_V2,B002,BRANCH,64.98,0.06506807
DRV00112_B003,2025-12,RULE_202512_02_V2,B003,BRANCH,193.96,0.19421849
DRV00112_B004,2025-12,RULE_202512_02_V2,B004,BRANCH,49.97,0.05004125
DRV00112_B005,2025-12,RULE_202512_02_V2,B005,BRANCH,84.88,0.08499482
DRV00112_B006,2025-12,RULE_202512_02_V2,B006,BRANCH,58.69,0.05877026
DRV00112_B007,2025-12,RULE_202512_02_V2,B007,BRANCH,116.59,0.11674363
DRV00112_B008,2025-12,RULE_202512_02_V2,B008,BRANCH,299.16,0.29956272
DRV00113_B001,2025-12,RULE_202512_03_V2,B001,BRANCH,425.99,0.22922342
DRV00113_B002,2025-12,RULE_202512_03_V2,B002,BRANCH,444.5,0.23918311
DRV00113_B003,2025-12,RULE_202512_03_V2,B003,BRANCH,66.5,0.03578576
DRV00113_B004,2025-12,RULE_202512_03_V2,B004,BRANCH,282.77,0.152154
DRV00113_B005,2025-12,RULE_202512_03_V2,B005,BRANCH,180.29,0.09701325
DRV00113_B006,2025-12,RULE_202512_03_V2,B006,BRANCH,171.81,0.09245208
DRV00113_B007,2025-12,RULE_202512_03_V2,B007,BRANCH,185.19,0.09964912
DRV00113_B008,2025-12,RULE_202512_03_V2,B008,BRANCH,101.36,0.05453926
DRV00114_B001,2025-12,RULE_202512_04_V2,B001,BRANCH,255.6,0.18048553
DRV00114_B002,2025-12,RULE_202512_04_V2,B002,BRANCH,259.01,0.18289327
DRV00114_B003,2025-12,RULE_202512_04_V2,B003,BRANCH,89.24,0.06301175
DRV00114_B004,2025-12,RULE_202512_04_V2,B004,BRANCH,246.55,0.17408938
DRV00114_B005,2025-12,RULE_202512_04_V2,B005,BRANCH,276.06,0.19493293
DRV00114_B006,2025-12,RULE_202512_04_V2,B006,BRANCH,55.2,0.03897738
DRV00114_B007,2025-12,RULE_202512_04_V2,B007,BRANCH,181.43,0.12811311
DRV00114_B008,2025-12,RULE_202512_04_V2,B008,BRANCH,53.1,0.03749665
DRV00115_B001,2025-12,RULE_202512_05_V2,B001,BRANCH,39.61,0.02989265
DRV00115_B002,2025-12,RULE_202512_05_V2,B002,BRANCH,129.82,0.09797527
DRV00115_B003,2025-12,RULE_202512_05_V2,B003,BRANCH,172.25,0.12999223
DRV00115_B004,2025-12,RULE_202512_05_V2,B004,BRANCH,145.95,0.11014198
DRV00115_B005,2025-12,RULE_202512_05_V2,B005,BRANCH,184.5,0.13923837
DRV00115_B006,2025-12,RULE_202512_05_V2,B006,BRANCH,259.17,0.19558804
DRV00115_B007,2025-12,RULE_202512_05_V2,B007,BRANCH,109.83,0.08288841
DRV00115_B008,2025-12,RULE_202512_05_V2,B008,BRANCH,283.94,0.21428304
DRV00116_B001,2025-12,RULE_202512_06_V2,B001,BRANCH,263.35,0.1426355
DRV00116_B002,2025-12,RULE_202512_06_V2,B002,BRANCH,586.18,0.31749091
DRV00116_B003,2025-12,RULE_202512_06_V2,B003,BRANCH,196.37,0.10635946
DRV00116_B004,2025-12,RULE_202512_06_V2,B004,BRANCH,238.39,0.12911727
DRV00116_B005,2025-12,RULE_202512_06_V2,B005,BRANCH,109.59,0.05935949
DRV00116_B006,2025-12,RULE_202512_06_V2,B006,BRANCH,82.69,0.04478533
DRV00116_B007,2025-12,RULE_202512_06_V2,B007,BRANCH,262.99,0.14244131
DRV00116_B008,2025-12,RULE_202512_06_V2,B008,BRANCH,106.74,0.05781073
DRV00117_B001,2025-12,RULE_202512_07_V2,B001,BRANCH,289.34,0.2188118
DRV00117_B002,2025-12,RULE_202512_07_V2,B002,BRANCH,212.77,0.16090776
