subledger_id,source_system,source_doc_id,period,biz_line_id,branch_id,customer_type,account_code,amount,dr_cr,accounting_standard,recognition_batch_id,status
SL0000336,COMMISSION_SYSTEM,CM0000330,2025-11,BROKERAGE,B003,RETAIL,6021,6138433.53,CR,CAS,COMM_202511_B003,RECOGNIZED
SL0000337,COMMISSION_SYSTEM,CM0000331,2025-11,BROKERAGE,B003,RETAIL,6021,23845948.04,CR,CAS,COMM_202511_B003,RECOGNIZED
SL0000338,COMMISSION_SYSTEM,CM0000332,2025-11,BROKERAGE,B003,RETAIL,6021,10732304.55,CR,CAS,COMM_202511_B003,RECOGNIZED
SL0000339,COMMISSION_SYSTEM,CM0000333,2025-11,BROKERAGE,B004,RETAIL,6021,3800275.82,CR,CAS,COMM_202511_B004,RECOGNIZED
SL0000340,COMMISSION_SYSTEM,CM0000334,2025-11,BROKERAGE,B004,HNW,6021,23250330.12,CR,CAS,COMM_202511_B004,RECOGNIZED
SL0000341,COMMISSION_SYSTEM,CM0000335,2025-11,BROKERAGE,B004,RETAIL,6021,8299628.64,CR,CAS,COMM_202511_B004,RECOGNIZED
SL0000342,COMMISSION_SYSTEM,CM0000336,2025-11,BROKERAGE,B004,RETAIL,6021,1311986.21,CR,CAS,COMM_202511_B004,RECOGNIZED
SL0000343,COMMISSION_SYSTEM,CM0000337,2025-11,BROKERAGE,B005,RETAIL,6021,5038813.0,CR,CAS,COMM_202511_B005,RECOGNIZED
SL0000344,COMMISSION_SYSTEM,CM0000338,2025-11,BROKERAGE,B005,RETAIL,6021,10600501.21,CR,CAS,COMM_202511_B005,RECOGNIZED
SL0000345,COMMISSION_SYSTEM,CM0000339,2025-11,BROKERAGE,B005,RETAIL,6021,9090050.7,CR,CAS,COMM_202511_B005,RECOGNIZED
SL0000346,COMMISSION_SYSTEM,CM0000340,2025-11,BROKERAGE,B005,RETAIL,6021,5266997.56,CR,CAS,COMM_202511_B005,RECOGNIZED
SL0000347,COMMISSION_SYSTEM,CM0000341,2025-11,BROKERAGE,B006,INSTITUTION,6021,6134021.85,CR,CAS,COMM_202511_B006,RECOGNIZED
SL0000348,COMMISSION_SYSTEM,CM0000342,2025-11,BROKERAGE,B006,INSTITUTION,6021,3304263.82,CR,CAS,COMM_202511_B006,RECOGNIZED
SL0000349,COMMISSION_SYSTEM,CM0000343,2025-11,BROKERAGE,B006,RETAIL,6021,5925788.34,CR,CAS,COMM_202511_B006,RECOGNIZED
SL0000350,COMMISSION_SYSTEM,CM0000344,2025-11,BROKERAGE,B006,RETAIL,6021,11299359.28,CR,CAS,COMM_202511_B006,RECOGNIZED
SL0000351,COMMISSION_SYSTEM,CM0000345,2025-11,BROKERAGE,B007,HNW,6021,18639286.08,CR,CAS,COMM_202511_B007,RECOGNIZED
SL0000352,COMMISSION_SYSTEM,CM0000346,2025-11,BROKERAGE,B007,RETAIL,6021,9116127.89,CR,CAS,COMM_202511_B007,RECOGNIZED
SL0000353,COMMISSION_SYSTEM,CM0000347,2025-11,BROKERAGE,B007,HNW,6021,615879.64,CR,CAS,COMM_202511_B007,RECOGNIZED
SL0000354,COMMISSION_SYSTEM,CM0000348,2025-11,BROKERAGE,B007,RETAIL,6021,18289714.66,CR,CAS,COMM_202511_B007,RECOGNIZED
SL0000355,COMMISSION_SYSTEM,CM0000349,2025-11,BROKERAGE,B008,INSTITUTION,6021,11763453.07,CR,CAS,COMM_202511_B008,RECOGNIZED
SL0000356,COMMISSION_SYSTEM,CM0000350,2025-11,BROKERAGE,B008,RETAIL,6021,5886351.19,CR,CAS,COMM_202511_B008,RECOGNIZED
SL0000357,COMMISSION_SYSTEM,CM0000351,2025-11,BROKERAGE,B008,INSTITUTION,6021,8833665.5,CR,CAS,COMM_202511_B008,RECOGNIZED
SL0000358,COMMISSION_SYSTEM,CM0000352,2025-11,BROKERAGE,B008,RETAIL,6021,3512892.7,CR,CAS,COMM_202511_B008,RECOGNIZED
SL0000359,WEALTH_SYSTEM,WL202511,2025-11,WEALTH,B005,HNW,6022,4029773.35,CR,CAS,WEALTH_202511,RECOGNIZED
SL0000360,COMMISSION_SYSTEM,CM0000353,2025-12,BROKERAGE,B001,HNW,6021,20636669.02,CR,CAS,COMM_202512_B001,RECOGNIZED
SL0000361,COMMISSION_SYSTEM,CM0000354,2025-12,BROKERAGE,B001,RETAIL,6021,13327189.82,CR,CAS,COMM_202512_B001,RECOGNIZED
SL0000362,COMMISSION_SYSTEM,CM0000355,2025-12,BROKERAGE,B001,RETAIL,6021,17632607.5,CR,CAS,COMM_202512_B001,RECOGNIZED
SL0000363,COMMISSION_SYSTEM,CM0000356,2025-12,BROKERAGE,B001,RETAIL,6021,6083613.86,CR,CAS,COMM_202512_B001,RECOGNIZED
SL0000364,COMMISSION_SYSTEM,CM0000357,2025-12,BROKERAGE,B002,RETAIL,6021,17293301.48,CR,CAS,COMM_202512_B002,RECOGNIZED
SL0000365,COMMISSION_SYSTEM,CM0000358,2025-12,BROKERAGE,B002,RETAIL,6021,25938579.07,CR,CAS,COMM_202512_B002,RECOGNIZED
SL0000366,COMMISSION_SYSTEM,CM0000359,2025-12,BROKERAGE,B002,RETAIL,6021,20314864.59,CR,CAS,COMM_202512_B002,RECOGNIZED
SL0000367,COMMISSION_SYSTEM,CM0000360,2025-12,BROKERAGE,B002,INSTITUTION,6021,8553355.12,CR,CAS,COMM_202512_B002,RECOGNIZED
SL0000368,COMMISSION_SYSTEM,CM0000361,2025-12,BROKERAGE,B003,HNW,6021,10091518.0,CR,CAS,COMM_202512_B003,RECOGNIZED
SL0000369,COMMISSION_SYSTEM,CM0000362,2025-12,BROKERAGE,B003,RETAIL,6021,8033254.15,CR,CAS,COMM_202512_B003,RECOGNIZED
SL0000370,COMMISSION_SYSTEM,CM0000363,2025-12,BROKERAGE,B003,RETAIL,6021,4471496.84,CR,CAS,COMM_202512_B003,RECOGNIZED
SL0000371,COMMISSION_SYSTEM,CM0000364,2025-12,BROKERAGE,B003,INSTITUTION,6021,24268796.18,CR,CAS,COMM_202512_B003,RECOGNIZED
SL0000372,COMMISSION_SYSTEM,CM0000365,2025-12,BROKERAGE,B004,RETAIL,6021,3578844.49,CR,CAS,COMM_202512_B004,RECOGNIZED
SL0000373,COMMISSION_SYSTEM,CM0000366,2025-12,BROKERAGE,B004,RETAIL,6021,1578642.59,CR,CAS,COMM_202512_B004,RECOGNIZED
SL0000374,COMMISSION_SYSTEM,CM0000367,2025-12,BROKERAGE,B004,RETAIL,6021,28306830.81,CR,CAS,COMM_202512_B004,RECOGNIZED
SL0000375,COMMISSION_SYSTEM,CM0000368,2025-12,BROKERAGE,B004,HNW,6021,6190737.26,CR,CAS,COMM_202512_B004,RECOGNIZED
SL0000376,COMMISSION_SYSTEM,CM0000369,2025-12,BROKERAGE,B005,HNW,6021,11150586.69,CR,CAS,COMM_202512_B005,RECOGNIZED
SL0000377,COMMISSION_SYSTEM,CM0000370,2025-12,BROKERAGE,B005,RETAIL,6021,4707644.52,CR,CAS,COMM_202512_B005,RECOGNIZED
SL0000378,COMMISSION_SYSTEM,CM0000371,2025-12,BROKERAGE,B005,RETAIL,6021,8722952.16,CR,CAS,COMM_202512_B005,RECOGNIZED
SL0000379,COMMISSION_SYSTEM,CM0000372,2025-12,BROKERAGE,B005,RETAIL,6021,7863861.75,CR,CAS,COMM_202512_B005,RECOGNIZED
SL0000380,COMMISSION_SYSTEM,CM0000373,2025-12,BROKERAGE,B006,RETAIL,6021,880151.09,CR,CAS,COMM_202512_B006,RECOGNIZED
SL0000381,COMMISSION_SYSTEM,CM0000374,2025-12,BROKERAGE,B006,RETAIL,6021,16333071.97,CR,CAS,COMM_202512_B006,RECOGNIZED
SL0000382,COMMISSION_SYSTEM,CM0000375,2025-12,BROKERAGE,B006,HNW,6021,6221857.67,CR,CAS,COMM_202512_B006,RECOGNIZED
SL0000383,COMMISSION_SYSTEM,CM0000376,2025-12,BROKERAGE,B006,INSTITUTION,6021,5404959.37,CR,CAS,COMM_202512_B006,RECOGNIZED
SL0000384,COMMISSION_SYSTEM,CM0000377,2025-12,BROKERAGE,B007,HNW,6021,29573387.63,CR,CAS,COMM_202512_B007,RECOGNIZED
SL0000385,COMMISSION_SYSTEM,CM0000378,2025-12,BROKERAGE,B007,INSTITUTION,6021,152372.83,CR,CAS,COMM_202512_B007,RECOGNIZED
SL0000386,COMMISSION_SYSTEM,CM0000379,2025-12,BROKERAGE,B007,HNW,6021,1455053.43,CR,CAS,COMM_202512_B007,RECOGNIZED
SL0000387,COMMISSION_SYSTEM,CM0000380,2025-12,BROKERAGE,B007,RETAIL,6021,19289256.29,CR,CAS,COMM_202512_B007,RECOGNIZED
SL0000388,COMMISSION_SYSTEM,CM0000381,2025-12,BROKERAGE,B008,HNW,6021,7154800.18,CR,CAS,COMM_202512_B008,RECOGNIZED
SL0000389,COMMISSION_SYSTEM,CM0000382,2025-12,BROKERAGE,B008,RETAIL,6021,1168047.11,CR,CAS,COMM_202512_B008,RECOGNIZED
SL0000390,COMMISSION_SYSTEM,CM0000383,2025-12,BROKERAGE,B008,HNW,6021,18482781.24,CR,CAS,COMM_202512_B008,RECOGNIZED
SL0000391,COMMISSION_SYSTEM,CM0000384,2025-12,BROKERAGE,B008,RETAIL,6021,5639416.58,CR,CAS,COMM_202512_B008,RECOGNIZED
SL0000392,WEALTH_SYSTEM,WL202512,2025-12,WEALTH,B002,HNW,6022,4358734.44,CR,CAS,WEALTH_202512,RECOGNIZED
