allocation_id,period,pool_id,rule_id,target_id,target_type,allocated_amount,allocation_ratio,posting_status,management_account_code
ALLOC00056_B006,2025-06,POOL00056,RULE_202506_06_V2,B006,BRANCH,74735.98,0.04517538,POSTED,6602
ALLOC00056_B007,2025-06,POOL00056,RULE_202506_06_V2,B007,BRANCH,250907.2,0.15166495,POSTED,6602
ALLOC00056_B008,2025-06,POOL00056,RULE_202506_06_V2,B008,BRANCH,193236.61,0.11680503,POSTED,6602
ALLOC00057_B001,2025-06,POOL00057,RULE_202506_07_V2,B001,BRANCH,200618.75,0.06153179,POSTED,6602
ALLOC00057_B002,2025-06,POOL00057,RULE_202506_07_V2,B002,BRANCH,336343.02,0.10315978,POSTED,6602
ALLOC00057_B003,2025-06,POOL00057,RULE_202506_07_V2,B003,BRANCH,543611.57,0.16673113,POSTED,6602
ALLOC00057_B004,2025-06,POOL00057,RULE_202506_07_V2,B004,BRANCH,224381.22,0.06881997,POSTED,6602
ALLOC00057_B005,2025-06,POOL00057,RULE_202506_07_V2,B005,BRANCH,875889.99,0.26864425,POSTED,6602
ALLOC00057_B006,2025-06,POOL00057,RULE_202506_07_V2,B006,BRANCH,485459.67,0.14889536,POSTED,6602
ALLOC00057_B007,2025-06,POOL00057,RULE_202506_07_V2,B007,BRANCH,460974.22,0.14138542,POSTED,6602
ALLOC00057_B008,2025-06,POOL00057,RULE_202506_07_V2,B008,BRANCH,133129.99,0.0408323,POSTED,6602
ALLOC00058_B001,2025-06,POOL00058,RULE_202506_08_V2,B001,BRANCH,460212.09,0.04422102,POSTED,6602
ALLOC00058_B002,2025-06,POOL00058,RULE_202506_08_V2,B002,BRANCH,2248165.55,0.21602249,POSTED,6602
ALLOC00058_B003,2025-06,POOL00058,RULE_202506_08_V2,B003,BRANCH,1715521.09,0.16484157,POSTED,6602
ALLOC00058_B004,2025-06,POOL00058,RULE_202506_08_V2,B004,BRANCH,1086533.23,0.10440317,POSTED,6602
ALLOC00058_B005,2025-06,POOL00058,RULE_202506_08_V2,B005,BRANCH,635817.15,0.06109461,POSTED,6602
ALLOC00058_B006,2025-06,POOL00058,RULE_202506_08_V2,B006,BRANCH,1502971.35,0.14441802,POSTED,6602
ALLOC00058_B007,2025-06,POOL00058,RULE_202506_08_V2,B007,BRANCH,1041684.33,0.10009372,POSTED,6602
ALLOC00058_B008,2025-06,POOL00058,RULE_202506_08_V2,B008,BRANCH,1716185.34,0.1649054,POSTED,6602
ALLOC00059_B001,2025-06,POOL00059,RULE_202506_09_V2,B001,BRANCH,1065683.19,0.05081804,POSTED,6602
ALLOC00059_B002,2025-06,POOL00059,RULE_202506_09_V2,B002,BRANCH,2139597.16,0.10202857,POSTED,6602
ALLOC00059_B003,2025-06,POOL00059,RULE_202506_09_V2,B003,BRANCH,4756584.68,0.22682191,POSTED,6602
ALLOC00059_B004,2025-06,POOL00059,RULE_202506_09_V2,B004,BRANCH,4121857.52,0.19655439,POSTED,6602
ALLOC00059_B005,2025-06,POOL00059,RULE_202506_09_V2,B005,BRANCH,3947400.47,0.18823525,POSTED,6602
ALLOC00059_B006,2025-06,POOL00059,RULE_202506_09_V2,B006,BRANCH,2049015.21,0.09770909,POSTED,6602
ALLOC00059_B007,2025-06,POOL00059,RULE_202506_09_V2,B007,BRANCH,2367544.35,0.11289843,POSTED,6602
ALLOC00059_B008,2025-06,POOL00059,RULE_202506_09_V2,B008,BRANCH,522887.16,0.02493433,POSTED,6602
ALLOC00060_B001,2025-06,POOL00060,RULE_202506_10_V2,B001,BRANCH,191307.64,0.06471982,POSTED,6602
ALLOC00060_B002,2025-06,POOL00060,RULE_202506_10_V2,B002,BRANCH,647428.44,0.21902654,POSTED,6602
ALLOC00060_B003,2025-06,POOL00060,RULE_202506_10_V2,B003,BRANCH,380565.59,0.12874622,POSTED,6602
ALLOC00060_B004,2025-06,POOL00060,RULE_202506_10_V2,B004,BRANCH,427463.96,0.14461205,POSTED,6602
ALLOC00060_B005,2025-06,POOL00060,RULE_202506_10_V2,B005,BRANCH,406451.17,0.13750337,POSTED,6602
ALLOC00060_B006,2025-06,POOL00060,RULE_202506_10_V2,B006,BRANCH,186783.85,0.06318941,POSTED,6602
ALLOC00060_B007,2025-06,POOL00060,RULE_202506_10_V2,B007,BRANCH,439827.22,0.14879457,POSTED,6602
ALLOC00060_B008,2025-06,POOL00060,RULE_202506_10_V2,B008,BRANCH,276108.13,0.09340802,POSTED,6602
ALLOC00061_B001,2025-07,POOL00061,RULE_202507_01_V1,B001,BRANCH,461197.98,0.10690115,POSTED,6602
ALLOC00061_B002,2025-07,POOL00061,RULE_202507_01_V1,B002,BRANCH,1516280.15,0.3514588,POSTED,6602
ALLOC00061_B003,2025-07,POOL00061,RULE_202507_01_V1,B003,BRANCH,656024.27,0.15205996,POSTED,6602
ALLOC00061_B004,2025-07,POOL00061,RULE_202507_01_V1,B004,BRANCH,111848.9,0.02592547,POSTED,6602
ALLOC00061_B005,2025-07,POOL00061,RULE_202507_01_V1,B005,BRANCH,360172.37,0.08348441,POSTED,6602
ALLOC00061_B006,2025-07,POOL00061,RULE_202507_01_V1,B006,BRANCH,618031.87,0.1432537,POSTED,6602
ALLOC00061_B007,2025-07,POOL00061,RULE_202507_01_V1,B007,BRANCH,504657.09,0.11697454,POSTED,6602
ALLOC00061_B008,2025-07,POOL00061,RULE_202507_01_V1,B008,BRANCH,86034.53,0.01994196,POSTED,6602
ALLOC00062_B001,2025-07,POOL00062,RULE_202507_02_V2,B001,BRANCH,600645.66,0.02793817,POSTED,6602
ALLOC00062_B002,2025-07,POOL00062,RULE_202507_02_V2,B002,BRANCH,4975340.05,0.23142082,POSTED,6602
ALLOC00062_B003,2025-07,POOL00062,RULE_202507_02_V2,B003,BRANCH,630641.3,0.02933338,POSTED,6602
ALLOC00062_B004,2025-07,POOL00062,RULE_202507_02_V2,B004,BRANCH,3451653.45,0.16054872,POSTED,6602
ALLOC00062_B005,2025-07,POOL00062,RULE_202507_02_V2,B005,BRANCH,720057.91,0.03349246,POSTED,6602
ALLOC00062_B006,2025-07,POOL00062,RULE_202507_02_V2,B006,BRANCH,3214738.53,0.14952896,POSTED,6602
ALLOC00062_B007,2025-07,POOL00062,RULE_202507_02_V2,B007,BRANCH,3042060.37,0.14149709,POSTED,6602
ALLOC00062_B008,2025-07,POOL00062,RULE_202507_02_V2,B008,BRANCH,4863965.44,0.22624039,POSTED,6602
ALLOC00063_B001,2025-07,POOL00063,RULE_202507_03_V2,B001,BRANCH,235247.46,0.09623435,POSTED,6602
ALLOC00063_B002,2025-07,POOL00063,RULE_202507_03_V2,B002,BRANCH,155239.89,0.06350508,POSTED,6602
ALLOC00063_B003,2025-07,POOL00063,RULE_202507_03_V2,B003,BRANCH,614381.89,0.25132956,POSTED,6602
ALLOC00063_B004,2025-07,POOL00063,RULE_202507_03_V2,B004,BRANCH,112183.26,0.0458916,POSTED,6602
ALLOC00063_B005,2025-07,POOL00063,RULE_202507_03_V2,B005,BRANCH,136108.03,0.05567868,POSTED,6602
ALLOC00063_B006,2025-07,POOL00063,RULE_202507_03_V2,B006,BRANCH,440993.35,0.18040029,POSTED,6602
ALLOC00063_B007,2025-07,POOL00063,RULE_202507_03_V2,B007,BRANCH,89277.94,0.03652156,POSTED,6602
ALLOC00063_B008,2025-07,POOL00063,RULE_202507_03_V2,B008,BRANCH,661095.1,0.27043887,POSTED,6602
ALLOC00064_B001,2025-07,POOL00064,RULE_202507_04_V2,B001,BRANCH,1732.59,0.06442406,POSTED,6602
ALLOC00064_B002,2025-07,POOL00064,RULE_202507_04_V2,B002,BRANCH,4886.36,0.18169296,POSTED,6602
ALLOC00064_B003,2025-07,POOL00064,RULE_202507_04_V2,B003,BRANCH,1769.44,0.06579426,POSTED,6602
ALLOC00064_B004,2025-07,POOL00064,RULE_202507_04_V2,B004,BRANCH,2927.19,0.10884371,POSTED,6602
ALLOC00064_B005,2025-07,POOL00064,RULE_202507_04_V2,B005,BRANCH,3072.42,0.11424381,POSTED,6602
ALLOC00064_B006,2025-07,POOL00064,RULE_202507_04_V2,B006,BRANCH,1086.67,0.04040634,POSTED,6602
ALLOC00064_B007,2025-07,POOL00064,RULE_202507_04_V2,B007,BRANCH,7114.32,0.26453667,POSTED,6602
ALLOC00064_B008,2025-07,POOL00064,RULE_202507_04_V2,B008,BRANCH,4304.53,0.1600582,POSTED,6602
ALLOC00065_B001,2025-07,POOL00065,RULE_202507_05_V2,B001,BRANCH,2715419.76,0.1875348,POSTED,6602
ALLOC00065_B002,2025-07,POOL00065,RULE_202507_05_V2,B002,BRANCH,414463.07,0.02862403,POSTED,6602
ALLOC00065_B003,2025-07,POOL00065,RULE_202507_05_V2,B003,BRANCH,1602366.09,0.11066407,POSTED,6602
ALLOC00065_B004,2025-07,POOL00065,RULE_202507_05_V2,B004,BRANCH,879120.6,0.06071463,POSTED,6602
ALLOC00065_B005,2025-07,POOL00065,RULE_202507_05_V2,B005,BRANCH,2068728.6,0.14287243,POSTED,6602
ALLOC00065_B006,2025-07,POOL00065,RULE_202507_05_V2,B006,BRANCH,2414678.43,0.16676473,POSTED,6602
ALLOC00065_B007,2025-07,POOL00065,RULE_202507_05_V2,B007,BRANCH,2920173.06,0.20167567,POSTED,6602
ALLOC00065_B008,2025-07,POOL00065,RULE_202507_05_V2,B008,BRANCH,1464601.3,0.10114964,POSTED,6602
ALLOC00066_B001,2025-07,POOL00066,RULE_202507_06_V2,B001,BRANCH,746027.18,0.18149187,POSTED,6602
ALLOC00066_B002,2025-07,POOL00066,RULE_202507_06_V2,B002,BRANCH,619780.72,0.1507789,POSTED,6602
ALLOC00066_B003,2025-07,POOL00066,RULE_202507_06_V2,B003,BRANCH,690754.52,0.16804525,POSTED,6602
ALLOC00066_B004,2025-07,POOL00066,RULE_202507_06_V2,B004,BRANCH,201110.45,0.04892571,POSTED,6602
ALLOC00066_B005,2025-07,POOL00066,RULE_202507_06_V2,B005,BRANCH,319446.73,0.0777143,POSTED,6602
ALLOC00066_B006,2025-07,POOL00066,RULE_202507_06_V2,B006,BRANCH,468838.65,0.11405805,POSTED,6602
ALLOC00066_B007,2025-07,POOL00066,RULE_202507_06_V2,B007,BRANCH,654405.59,0.15920236,POSTED,6602
ALLOC00066_B008,2025-07,POOL00066,RULE_202507_06_V2,B008,BRANCH,410162.98,0.09978355,POSTED,6602
ALLOC00067_B001,2025-07,POOL00067,RULE_202507_07_V2,B001,BRANCH,402359.99,0.22840351,POSTED,6602
ALLOC00067_B002,2025-07,POOL00067,RULE_202507_07_V2,B002,BRANCH,194231.43,0.11025734,POSTED,6602
ALLOC00067_B003,2025-07,POOL00067,RULE_202507_07_V2,B003,BRANCH,148923.92,0.08453809,POSTED,6602
ALLOC00067_B004,2025-07,POOL00067,RULE_202507_07_V2,B004,BRANCH,394664.44,0.22403507,POSTED,6602
ALLOC00067_B005,2025-07,POOL00067,RULE_202507_07_V2,B005,BRANCH,246292.68,0.13981041,POSTED,6602
ALLOC00067_B006,2025-07,POOL00067,RULE_202507_07_V2,B006,BRANCH,152268.45,0.08643665,POSTED,6602
ALLOC00067_B007,2025-07,POOL00067,RULE_202507_07_V2,B007,BRANCH,151123.87,0.08578692,POSTED,6602
ALLOC00067_B008,2025-07,POOL00067,RULE_202507_07_V2,B008,BRANCH,71754.29,0.04073201,POSTED,6602
ALLOC00068_B001,2025-07,POOL00068,RULE_202507_08_V2,B001,BRANCH,1642774.52,0.11827042,POSTED,6602
ALLOC00068_B002,2025-07,POOL00068,RULE_202507_08_V2,B002,BRANCH,2986667.83,0.2150231,POSTED,6602
ALLOC00068_B003,2025-07,POOL00068,RULE_202507_08_V2,B003,BRANCH,3190283.02,0.22968223,POSTED,6602
ALLOC00068_B004,2025-07,POOL00068,RULE_202507_08_V2,B004,BRANCH,431613.22,0.0310737,POSTED,6602
ALLOC00068_B005,2025-07,POOL00068,RULE_202507_08_V2,B005,BRANCH,871093.65,0.06271379,POSTED,6602
ALLOC00068_B006,2025-07,POOL00068,RULE_202507_08_V2,B006,BRANCH,1641917.93,0.11820875,POSTED,6602
ALLOC00068_B007,2025-07,POOL00068,RULE_202507_08_V2,B007,BRANCH,1749737.69,0.12597116,POSTED,6602
ALLOC00068_B008,2025-07,POOL00068,RULE_202507_08_V2,B008,BRANCH,1375898.17,0.09905684,POSTED,6602
ALLOC00069_B001,2025-07,POOL00069,RULE_202507_09_V2,B001,BRANCH,29091.81,0.06661723,POSTED,6602
ALLOC00069_B002,2025-07,POOL00069,RULE_202507_09_V2,B002,BRANCH,46864.77,0.10731547,POSTED,6602
ALLOC00069_B003,2025-07,POOL00069,RULE_202507_09_V2,B003,BRANCH,40085.85,0.09179246,POSTED,6602
ALLOC00069_B004,2025-07,POOL00069,RULE_202507_09_V2,B004,BRANCH,78145.14,0.17894428,POSTED,6602
ALLOC00069_B005,2025-07,POOL00069,RULE_202507_09_V2,B005,BRANCH,34172.11,0.07825059,POSTED,6602
ALLOC00069_B006,2025-07,POOL00069,RULE_202507_09_V2,B006,BRANCH,79039.89,0.18099316,POSTED,6602
ALLOC00069_B007,2025-07,POOL00069,RULE_202507_09_V2,B007,BRANCH,73631.35,0.16860817,POSTED,6602
ALLOC00069_B008,2025-07,POOL00069,RULE_202507_09_V2,B008,BRANCH,55670.04,0.12747864,POSTED,6602
ALLOC00070_B001,2025-07,POOL00070,RULE_202507_10_V2,B001,BRANCH,2330575.27,0.15875088,POSTED,6602
ALLOC00070_B002,2025-07,POOL00070,RULE_202507_10_V2,B002,BRANCH,1630723.52,0.11107936,POSTED,6602
ALLOC00070_B003,2025-07,POOL00070,RULE_202507_10_V2,B003,BRANCH,829163.24,0.05647979,POSTED,6602
ALLOC00070_B004,2025-07,POOL00070,RULE_202507_10_V2,B004,BRANCH,1918977.49,0.13071424,POSTED,6602
ALLOC00070_B005,2025-07,POOL00070,RULE_202507_10_V2,B005,BRANCH,1424752.1,0.09704928,POSTED,6602
ALLOC00070_B006,2025-07,POOL00070,RULE_202507_10_V2,B006,BRANCH,2296044.75,0.15639878,POSTED,6602
ALLOC00070_B007,2025-07,POOL00070,RULE_202507_10_V2,B007,BRANCH,2169183.05,0.14775739,POSTED,6602
ALLOC00070_B008,2025-07,POOL00070,RULE_202507_10_V2,B008,BRANCH,2081287.95,0.14177028,POSTED,6602
ALLOC00071_B001,2025-08,POOL00071,RULE_202508_01_V2,B001,BRANCH,296751.86,0.12665707,POSTED,6602
ALLOC00071_B002,2025-08,POOL00071,RULE_202508_01_V2,B002,BRANCH,635356.99,0.2711776,POSTED,6602
ALLOC00071_B003,2025-08,POOL00071,RULE_202508_01_V2,B003,BRANCH,182905.65,0.07806621,POSTED,6602
ALLOC00071_B004,2025-08,POOL00071,RULE_202508_01_V2,B004,BRANCH,301153.53,0.12853576,POSTED,6602
ALLOC00071_B005,2025-08,POOL00071,RULE_202508_01_V2,B005,BRANCH,69333.35,0.02959226,POSTED,6602
ALLOC00071_B006,2025-08,POOL00071,RULE_202508_01_V2,B006,BRANCH,344380.55,0.14698554,POSTED,6602
ALLOC00071_B007,2025-08,POOL00071,RULE_202508_01_V2,B007,BRANCH,230721.01,0.09847436,POSTED,6602
ALLOC00071_B008,2025-08,POOL00071,RULE_202508_01_V2,B008,BRANCH,282352.33,0.12051119,POSTED,6602
ALLOC00072_B001,2025-08,POOL00072,RULE_202508_02_V2,B001,BRANCH,2075990.27,0.12398391,POSTED,6602
ALLOC00072_B002,2025-08,POOL00072,RULE_202508_02_V2,B002,BRANCH,1497342.23,0.08942544,POSTED,6602
ALLOC00072_B003,2025-08,POOL00072,RULE_202508_02_V2,B003,BRANCH,1996408.56,0.11923107,POSTED,6602
ALLOC00072_B004,2025-08,POOL00072,RULE_202508_02_V2,B004,BRANCH,3239198.08,0.19345392,POSTED,6602
ALLOC00072_B005,2025-08,POOL00072,RULE_202508_02_V2,B005,BRANCH,2556669.93,0.15269144,POSTED,6602
ALLOC00072_B007,2025-08,POOL00072,RULE_202508_02_V2,B007,BRANCH,4088398.6,0.24417054,POSTED,6602
ALLOC00072_B008,2025-08,POOL00072,RULE_202508_02_V2,B008,BRANCH,1290021.34,0.07704366,POSTED,6602
ALLOC00073_B001,2025-08,POOL00073,RULE_202508_03_V2,B001,BRANCH,473610.15,0.18042778,POSTED,6602
ALLOC00073_B002,2025-08,POOL00073,RULE_202508_03_V2,B002,BRANCH,498025.77,0.18972922,POSTED,6602
ALLOC00073_B003,2025-08,POOL00073,RULE_202508_03_V2,B003,BRANCH,495056.4,0.188598,POSTED,6602
ALLOC00073_B004,2025-08,POOL00073,RULE_202508_03_V2,B004,BRANCH,304045.1,0.11582983,POSTED,6602
ALLOC00073_B005,2025-08,POOL00073,RULE_202508_03_V2,B005,BRANCH,231613.48,0.08823609,POSTED,6602
ALLOC00073_B006,2025-08,POOL00073,RULE_202508_03_V2,B006,BRANCH,150811.05,0.05745338,POSTED,6602
ALLOC00073_B007,2025-08,POOL00073,RULE_202508_03_V2,B007,BRANCH,144270.95,0.05496184,POSTED,6602
ALLOC00073_B008,2025-08,POOL00073,RULE_202508_03_V2,B008,BRANCH,327496.26,0.12476385,POSTED,6602
ALLOC00074_B001,2025-08,POOL00074,RULE_202508_04_V2,B001,BRANCH,809588.57,0.08355271,POSTED,6602
ALLOC00074_B002,2025-08,POOL00074,RULE_202508_04_V2,B002,BRANCH,1150583.13,0.11874468,POSTED,6602
ALLOC00074_B003,2025-08,POOL00074,RULE_202508_04_V2,B003,BRANCH,859735.52,0.08872807,POSTED,6602
ALLOC00074_B004,2025-08,POOL00074,RULE_202508_04_V2,B004,BRANCH,1029132.81,0.10621053,POSTED,6602
ALLOC00074_B005,2025-08,POOL00074,RULE_202508_04_V2,B005,BRANCH,1797080.81,0.18546577,POSTED,6602
ALLOC00074_B006,2025-08,POOL00074,RULE_202508_04_V2,B006,BRANCH,1773301.87,0.18301169,POSTED,6602
ALLOC00074_B007,2025-08,POOL00074,RULE_202508_04_V2,B007,BRANCH,702136.53,0.07246324,POSTED,6602
ALLOC00074_B008,2025-08,POOL00074,RULE_202508_04_V2,B008,BRANCH,1567996.03,0.16182332,POSTED,6602
ALLOC00075_B001,2025-08,POOL00075,RULE_202508_05_V2,B001,BRANCH,586560.44,0.12576109,POSTED,6602
ALLOC00075_B002,2025-08,POOL00075,RULE_202508_05_V2,B002,BRANCH,516198.82,0.11067526,POSTED,6602
ALLOC00075_B003,2025-08,POOL00075,RULE_202508_05_V2,B003,BRANCH,772398.07,0.16560548,POSTED,6602
ALLOC00075_B004,2025-08,POOL00075,RULE_202508_05_V2,B004,BRANCH,462605.51,0.09918462,POSTED,6602
ALLOC00075_B005,2025-08,POOL00075,RULE_202508_05_V2,B005,BRANCH,392561.68,0.08416692,POSTED,6602
ALLOC00075_B006,2025-08,POOL00075,RULE_202508_05_V2,B006,BRANCH,644715.0,0.13822968,POSTED,6602
ALLOC00075_B007,2025-08,POOL00075,RULE_202508_05_V2,B007,BRANCH,584560.22,0.12533224,POSTED,6602
ALLOC00075_B008,2025-08,POOL00075,RULE_202508_05_V2,B008,BRANCH,704485.41,0.15104471,POSTED,6602
ALLOC00076_B001,2025-08,POOL00076,RULE_202508_06_V2,B001,BRANCH,430642.34,0.05644488,POSTED,6602
ALLOC00076_B002,2025-08,POOL00076,RULE_202508_06_V2,B002,BRANCH,2748790.33,0.36028773,POSTED,6602
ALLOC00076_B003,2025-08,POOL00076,RULE_202508_06_V2,B003,BRANCH,512036.71,0.06711336,POSTED,6602
ALLOC00076_B004,2025-08,POOL00076,RULE_202508_06_V2,B004,BRANCH,562805.78,0.07376773,POSTED,6602
ALLOC00076_B005,2025-08,POOL00076,RULE_202508_06_V2,B005,BRANCH,617991.33,0.08100097,POSTED,6602
ALLOC00076_B006,2025-08,POOL00076,RULE_202508_06_V2,B006,BRANCH,996392.55,0.13059854,POSTED,6602
ALLOC00076_B007,2025-08,POOL00076,RULE_202508_06_V2,B007,BRANCH,1164497.91,0.15263234,POSTED,6602
ALLOC00076_B008,2025-08,POOL00076,RULE_202508_06_V2,B008,BRANCH,596273.95,0.07815445,POSTED,6602
ALLOC00077_B001,2025-08,POOL00077,RULE_202508_07_V2,B001,BRANCH,2520645.98,0.15859502,POSTED,6602
ALLOC00077_B002,2025-08,POOL00077,RULE_202508_07_V2,B002,BRANCH,2838489.81,0.17859324,POSTED,6602
ALLOC00077_B003,2025-08,POOL00077,RULE_202508_07_V2,B003,BRANCH,1235746.1,0.07775117,POSTED,6602
ALLOC00077_B004,2025-08,POOL00077,RULE_202508_07_V2,B004,BRANCH,1392047.81,0.08758542,POSTED,6602
ALLOC00077_B005,2025-08,POOL00077,RULE_202508_07_V2,B005,BRANCH,2524940.51,0.15886522,POSTED,6602
ALLOC00077_B006,2025-08,POOL00077,RULE_202508_07_V2,B006,BRANCH,1521294.93,0.09571745,POSTED,6602
ALLOC00077_B007,2025-08,POOL00077,RULE_202508_07_V2,B007,BRANCH,819541.46,0.05156424,POSTED,6602
ALLOC00077_B008,2025-08,POOL00077,RULE_202508_07_V2,B008,BRANCH,3040894.88,0.19132824,POSTED,6602
ALLOC00078_B001,2025-08,POOL00078,RULE_202508_08_V2,B001,BRANCH,2806752.89,0.20958497,POSTED,6602
ALLOC00078_B002,2025-08,POOL00078,RULE_202508_08_V2,B002,BRANCH,2388874.81,0.17838131,POSTED,6602
ALLOC00078_B003,2025-08,POOL00078,RULE_202508_08_V2,B003,BRANCH,1164476.05,0.08695339,POSTED,6602
ALLOC00078_B004,2025-08,POOL00078,RULE_202508_08_V2,B004,BRANCH,1586326.39,0.11845366,POSTED,6602
ALLOC00078_B005,2025-08,POOL00078,RULE_202508_08_V2,B005,BRANCH,1500238.33,0.11202532,POSTED,6602
ALLOC00078_B006,2025-08,POOL00078,RULE_202508_08_V2,B006,BRANCH,2538863.13,0.18958119,POSTED,6602
ALLOC00078_B007,2025-08,POOL00078,RULE_202508_08_V2,B007,BRANCH,894275.34,0.06677705,POSTED,6602
ALLOC00078_B008,2025-08,POOL00078,RULE_202508_08_V2,B008,BRANCH,512150.14,0.03824311,POSTED,6602
ALLOC00079_B001,2025-08,POOL00079,RULE_202508_09_V2,B001,BRANCH,189829.63,0.0299899,POSTED,6602
ALLOC00079_B002,2025-08,POOL00079,RULE_202508_09_V2,B002,BRANCH,1216666.61,0.19221295,POSTED,6602
ALLOC00079_B003,2025-08,POOL00079,RULE_202508_09_V2,B003,BRANCH,1107842.4,0.17502055,POSTED,6602
ALLOC00079_B004,2025-08,POOL00079,RULE_202508_09_V2,B004,BRANCH,1017696.73,0.16077904,POSTED,6602
ALLOC00079_B005,2025-08,POOL00079,RULE_202508_09_V2,B005,BRANCH,497969.87,0.0786709,POSTED,6602
ALLOC00079_B006,2025-08,POOL00079,RULE_202508_09_V2,B006,BRANCH,457304.14,0.0722464,POSTED,6602
ALLOC00079_B007,2025-08,POOL00079,RULE_202508_09_V2,B007,BRANCH,1174523.6,0.18555506,POSTED,6602
ALLOC00079_B008,2025-08,POOL00079,RULE_202508_09_V2,B008,BRANCH,667951.81,0.1055252,POSTED,6602
ALLOC00080_B001,2025-08,POOL00080,RULE_202508_10_V2,B001,BRANCH,80091.53,0.05727277,POSTED,6602
ALLOC00080_B002,2025-08,POOL00080,RULE_202508_10_V2,B002,BRANCH,243493.08,0.17411982,POSTED,6602
ALLOC00080_B003,2025-08,POOL00080,RULE_202508_10_V2,B003,BRANCH,278317.15,0.19902221,POSTED,6602
ALLOC00080_B004,2025-08,POOL00080,RULE_202508_10_V2,B004,BRANCH,104194.84,0.07450884,POSTED,6602
ALLOC00080_B005,2025-08,POOL00080,RULE_202508_10_V2,B005,BRANCH,125212.14,0.08953813,POSTED,6602
ALLOC00080_B006,2025-08,POOL00080,RULE_202508_10_V2,B006,BRANCH,233818.54,0.16720163,POSTED,6602
ALLOC00080_B007,2025-08,POOL00080,RULE_202508_10_V2,B007,BRANCH,230984.45,0.165175,POSTED,6602
ALLOC00080_B008,2025-08,POOL00080,RULE_202508_10_V2,B008,BRANCH,102310.84,0.0731616,POSTED,6602
ALLOC00081_B001,2025-09,POOL00081,RULE_202509_01_V2,B001,BRANCH,1177004.34,0.14216595,POSTED,6602
ALLOC00081_B002,2025-09,POOL00081,RULE_202509_01_V2,B002,BRANCH,2022870.7,0.24433498,POSTED,6602
ALLOC00081_B003,2025-09,POOL00081,RULE_202509_01_V2,B003,BRANCH,895652.51,0.10818251,POSTED,6602
ALLOC00081_B004,2025-09,POOL00081,RULE_202509_01_V2,B004,BRANCH,516471.15,0.06238262,POSTED,6602
ALLOC00081_B005,2025-09,POOL00081,RULE_202509_01_V2,B005,BRANCH,742650.99,0.08970203,POSTED,6602
ALLOC00081_B006,2025-09,POOL00081,RULE_202509_01_V2,B006,BRANCH,1372519.73,0.16578152,POSTED,6602
ALLOC00081_B007,2025-09,POOL00081,RULE_202509_01_V2,B007,BRANCH,1367780.26,0.16520906,POSTED,6602
ALLOC00081_B008,2025-09,POOL00081,RULE_202509_01_V2,B008,BRANCH,184138.01,0.02224134,POSTED,6602
ALLOC00082_B001,2025-09,POOL00082,RULE_202509_02_V2,B001,BRANCH,2494403.84,0.1200694,POSTED,6602
ALLOC00082_B002,2025-09,POOL00082,RULE_202509_02_V2,B002,BRANCH,3433902.27,0.16529263,POSTED,6602
ALLOC00082_B003,2025-09,POOL00082,RULE_202509_02_V2,B003,BRANCH,1294542.08,0.06231344,POSTED,6602
ALLOC00082_B004,2025-09,POOL00082,RULE_202509_02_V2,B004,BRANCH,2431963.58,0.1170638,POSTED,6602
ALLOC00082_B005,2025-09,POOL00082,RULE_202509_02_V2,B005,BRANCH,3638520.61,0.17514204,POSTED,6602
ALLOC00082_B006,2025-09,POOL00082,RULE_202509_02_V2,B006,BRANCH,1155597.28,0.05562526,POSTED,6602
ALLOC00082_B007,2025-09,POOL00082,RULE_202509_02_V2,B007,BRANCH,2334848.45,0.11238912,POSTED,6602
ALLOC00082_B008,2025-09,POOL00082,RULE_202509_02_V2,B008,BRANCH,3990906.17,0.1921043,POSTED,6602
ALLOC00083_B001,2025-09,POOL00083,RULE_202509_03_V2,B001,BRANCH,1537056.52,0.15039189,POSTED,6602
ALLOC00083_B002,2025-09,POOL00083,RULE_202509_03_V2,B002,BRANCH,2391411.94,0.23398551,POSTED,6602
ALLOC00083_B003,2025-09,POOL00083,RULE_202509_03_V2,B003,BRANCH,2479518.01,0.24260617,POSTED,6602
ALLOC00083_B004,2025-09,POOL00083,RULE_202509_03_V2,B004,BRANCH,300462.22,0.02939845,POSTED,6602
ALLOC00083_B005,2025-09,POOL00083,RULE_202509_03_V2,B005,BRANCH,802740.53,0.07854341,POSTED,6602
ALLOC00083_B006,2025-09,POOL00083,RULE_202509_03_V2,B006,BRANCH,294563.36,0.02882128,POSTED,6602
ALLOC00083_B007,2025-09,POOL00083,RULE_202509_03_V2,B007,BRANCH,1431422.3,0.1400562,POSTED,6602
ALLOC00083_B008,2025-09,POOL00083,RULE_202509_03_V2,B008,BRANCH,983167.13,0.09619709,POSTED,6602
ALLOC00084_B001,2025-09,POOL00084,RULE_202509_04_V2,B001,BRANCH,560551.62,0.13451103,POSTED,6602
ALLOC00084_B002,2025-09,POOL00084,RULE_202509_04_V2,B002,BRANCH,97209.97,0.02332669,POSTED,6602
ALLOC00084_B003,2025-09,POOL00084,RULE_202509_04_V2,B003,BRANCH,723128.03,0.17352318,POSTED,6602
ALLOC00084_B004,2025-09,POOL00084,RULE_202509_04_V2,B004,BRANCH,490623.19,0.11773088,POSTED,6602
ALLOC00084_B005,2025-09,POOL00084,RULE_202509_04_V2,B005,BRANCH,448760.97,0.10768554,POSTED,6602
